ckanurl,url,licence,title,res_title,description,format,created,tags,groups,organization
https://www.data.go.jp/data/dataset/mlit_20140919_0058/resource/7e2ff95f-1573-48b5-b744-4388fca909d4,https://www.river.go.jp/kawabou/ipKozuiMap.do?areaCd=81,CC-BY,洪水予報,北海道洪水予報,北海道地域の地図上での洪水情報のイメージ図,PNG,2014-09-20T23:43:53.804902,disaster;disaster_prevention_and_mitigation;河川情報;災害;防災_減災関連情報,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0058/resource/d3911b9c-9054-4413-83e7-12d4f6b32715,https://www.river.go.jp/kawabou/ipKozuiMap.do?areaCd=82,CC-BY,洪水予報,東北洪水予報,東北地域の地図上での洪水情報のイメージ図,PNG,2014-09-20T23:43:53.804926,disaster;disaster_prevention_and_mitigation;河川情報;災害;防災_減災関連情報,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0058/resource/977732ad-e906-491a-a9de-9f40b88d7319,https://www.river.go.jp/kawabou/ipKozuiMap.do?areaCd=83,CC-BY,洪水予報,関東洪水予報,関東地域の地図上での洪水情報のイメージ図,PNG,2014-09-20T23:43:53.804934,disaster;disaster_prevention_and_mitigation;河川情報;災害;防災_減災関連情報,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0058/resource/2d258e06-0817-4ca2-9ad0-2a5ae26bfd14,https://www.river.go.jp/kawabou/ipKozuiMap.do?areaCd=84,CC-BY,洪水予報,北陸洪水予報,北陸地域の地図上での洪水情報のイメージ図,PNG,2014-09-20T23:43:53.804940,disaster;disaster_prevention_and_mitigation;河川情報;災害;防災_減災関連情報,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0058/resource/04dece96-1a75-4897-9180-28b2e62b29c0,https://www.river.go.jp/kawabou/ipKozuiMap.do?areaCd=85,CC-BY,洪水予報,中部洪水予報,中部地域の地図上での洪水情報のイメージ図,PNG,2014-09-20T23:43:53.804947,disaster;disaster_prevention_and_mitigation;河川情報;災害;防災_減災関連情報,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0058/resource/69dfda11-3bf9-4ea1-8266-cf12f6810399,https://www.river.go.jp/kawabou/ipKozuiMap.do?areaCd=86,CC-BY,洪水予報,近畿洪水予報,近畿地域の地図上での洪水情報のイメージ図,PNG,2014-09-20T23:43:53.804954,disaster;disaster_prevention_and_mitigation;河川情報;災害;防災_減災関連情報,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0058/resource/305011b8-285f-4e7c-b710-510a1374f8bb,https://www.river.go.jp/kawabou/ipKozuiMap.do?areaCd=87,CC-BY,洪水予報,中国洪水予報,中国地域の地図上での洪水情報のイメージ図,PNG,2014-09-20T23:43:53.804960,disaster;disaster_prevention_and_mitigation;河川情報;災害;防災_減災関連情報,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0058/resource/e146e3ba-8f1a-48b6-a689-00ed4bdf21d3,https://www.river.go.jp/kawabou/ipKozuiMap.do?areaCd=88,CC-BY,洪水予報,四国洪水予報,四国地域の地図上での洪水情報のイメージ図,PNG,2014-09-20T23:43:53.804967,disaster;disaster_prevention_and_mitigation;河川情報;災害;防災_減災関連情報,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0058/resource/4f524bbf-20bb-4819-97c4-a561f539c4a6,https://www.river.go.jp/kawabou/ipKozuiMap.do?areaCd=89,CC-BY,洪水予報,九州洪水予報,九州地域の地図上での洪水情報のイメージ図,PNG,2014-09-20T23:43:53.804973,disaster;disaster_prevention_and_mitigation;河川情報;災害;防災_減災関連情報,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0058/resource/7499ffac-4915-4210-a5b6-aa8d92c098f2,https://www.river.go.jp/kawabou/ipKozuiMap.do?areaCd=90,CC-BY,洪水予報,沖縄洪水予報,沖縄地域の地図上での洪水情報のイメージ図,PNG,2014-09-20T23:43:53.804980,disaster;disaster_prevention_and_mitigation;河川情報;災害;防災_減災関連情報,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/616c09a6-cde4-4634-b317-11fb770acce7,https://cyberjapandata.gsi.go.jp/xyz/std/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,標準地図,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2014-09-21T00:15:16.165499,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/ed242f0a-fbb5-40db-99e4-295c0e55dc3e,https://cyberjapandata.gsi.go.jp/xyz/pale/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,淡色地図,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2014-09-21T00:15:16.165527,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/d9f4b82b-9482-4f68-9892-73cc0ee233ce,https://cyberjapandata.gsi.go.jp/xyz/blank/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,白地図,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2014-09-21T00:15:16.165535,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/4d379551-d2ed-4db4-9db9-1bc38d1c357d,https://cyberjapandata.gsi.go.jp/xyz/english/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,English,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2015-05-27T21:33:47.270804,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/1583c653-0cef-4809-a09e-7d8b6ae1df62,https://cyberjapandata.gsi.go.jp/xyz/nendophoto{year}/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,年度別空中写真（2007年以降）,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2020-12-07T07:35:45.098655,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/688c09e8-d344-42cf-83b5-1a69a7ed4ea1,https://cyberjapandata.gsi.go.jp/xyz/airphoto/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,簡易空中写真（2004年～）,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2020-12-07T07:35:45.098674,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/4b835d1a-de46-40e3-b05e-d53065e1c67a,https://cyberjapandata.gsi.go.jp/xyz/ort_old10/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,空中写真（1961～1969年）,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2018-05-30T16:37:50.069371,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/98911e8a-d48c-4e01-8a7d-915b13d335cc,https://cyberjapandata.gsi.go.jp/xyz/ort_USA10/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,空中写真（1945～1950年）,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2015-05-27T21:33:47.270899,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/cd135f82-605d-41bc-a6ab-1cbff2740a33,https://cyberjapandata.gsi.go.jp/xyz/ort_riku10/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,空中写真（1936年～1942年頃）,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2020-12-07T07:35:45.098677,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/7ab01a8f-3011-4011-aee1-980195f409e2,https://cyberjapandata.gsi.go.jp/xyz/ort_1928/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,空中写真（1928年頃）,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2020-12-07T07:35:45.098686,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/28100226-b586-4b65-90ff-34f6628e6eb0,https://cyberjapandata.gsi.go.jp/xyz/relief/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,色別標高図,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2014-09-21T00:15:16.165548,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/c1502a04-9f00-469d-9d6f-6a18d29b21d1,https://cyberjapandata.gsi.go.jp/xyz/afm/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,活断層図（都市圏活断層図）,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2017-12-07T14:00:39.963644,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/44e6cbd9-e18a-4517-bc42-214f20b657eb,https://cyberjapandata.gsi.go.jp/xyz/lcm25k_2012/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,数値地図25000（土地条件）,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2015-07-17T20:11:10.040427,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/2230dc01-25b0-49e6-af9d-4f3e5644452b,https://cyberjapandata.gsi.go.jp/xyz/lcm25k/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,土地条件図（初期整備版）,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2016-09-27T14:17:23.255976,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/76ed82ab-3cec-4bd8-a1ff-2b4a46dc8655,"https://cyberjapandata.gsi.go.jp/xyz/ccm1/{z}/{x}/{y}.png
https://cyberjapandata.gsi.go.jp/xyz/ccm2/{z}/{x}/{y}.png",政府標準利用規約（第 2.0 版）,地理院タイル,沿岸海域土地条件図,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2016-09-27T14:17:23.255995,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/2abf0776-27e4-4745-982d-b3689f6200d8,https://cyberjapandata.gsi.go.jp/xyz/lcmfc2/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,治水地形分類図 更新版（2007～2014年）,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2017-03-19T10:40:03.835549,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/3b938840-2d82-4e44-b529-f83c0798ee17,https://cyberjapandata.gsi.go.jp/xyz/lcmfc1/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,治水地形分類図 初版（1976～1678年）,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2017-03-19T10:40:03.835558,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/e2acd53b-a9b4-4ac0-801e-52fd8392b88c,https://cyberjapandata.gsi.go.jp/xyz/swale/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,明治期の低湿地,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2017-03-19T10:40:03.835566,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/041b2ed9-bb34-46f9-9bcd-704217de1ffe,https://cyberjapandata.gsi.go.jp/xyz/{技術資料番号}/{z}/{x}/{y}.png,政府標準利用規約（第 2.0 版）,地理院タイル,デジタル標高地形図,"様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。
また、技術資料番号については、以下のページを参照してください。
https://maps.gsi.go.jp/development/ichiran.html#digiele",PNG,2018-03-16T18:41:48.612487,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_3046/resource/e6f0b6b0-aff4-4498-bd16-f04ac6900099,"https://cyberjapandata.gsi.go.jp/xyz/vbm/{z}/{x}/{y}.png
https://cyberjapandata.gsi.go.jp/xyz/vbmd_bm/{z}/{x}/{y}.png
https://cyberjapandata.gsi.go.jp/xyz/vbmd_colorrel/{z}/{x}/{y}.png
https://cyberjapandata.gsi.go.jp/xyz/vbmd_pm/{z}/{x}/{y}.png",政府標準利用規約（第 2.0 版）,地理院タイル,火山基本図・火山基本図データ,様々なウェブサイトやアプリケーションソフトウェア等で利用できるデータです。「URL」の項目にはテンプレートURLを記載しており、実際は{z}・{x}・{y}にはそれぞれ具体的な数値が入ります。詳しくは地理院タイル仕様（ https://maps.gsi.go.jp/development/siyou.html ）をご覧ください。,PNG,2017-05-12T15:29:15.929988,disaster;geospatial;land;maps;国土;地図;地理空間;災害,国土・気象,国土交通省
