ckanurl,url,licence,title,res_title,description,format,created,tags,groups,organization
https://www.data.go.jp/data/dataset/mlit_20140919_0761/resource/76d2f534-7da1-4281-9426-2452bf5f3c3b,http://nrb-www.mlit.go.jp/kokjo/tochimizu/F1/MAP/101001.jpg,CC-BY,土地分類調査_50万分の1土地分類基本調査,北海道_50万分の１：地形分類図,,JPEG,2014-09-20T22:50:11.139192,geospatial;地理空間,住宅・土地・建設,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0761/resource/71f88025-c3b5-4f26-bc10-4e8bed74653d,http://nrb-www.mlit.go.jp/kokjo/tochimizu/F1/MAP/101002.jpg,CC-BY,土地分類調査_50万分の1土地分類基本調査,北海道_50万分の１：表層地質図,,JPEG,2014-09-20T22:50:11.139212,geospatial;地理空間,住宅・土地・建設,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0761/resource/28e97472-7204-48d4-b94e-76d1c79e2b09,http://nrb-www.mlit.go.jp/kokjo/tochimizu/F1/MAP/101003.jpg,CC-BY,土地分類調査_50万分の1土地分類基本調査,北海道_50万分の１：土壌図,,JPEG,2014-09-20T22:50:11.139220,geospatial;地理空間,住宅・土地・建設,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0761/resource/63160e81-2421-415a-8c11-929d74442952,http://nrb-www.mlit.go.jp/kokjo/tochimizu/F1/MAP/102001.jpg,CC-BY,土地分類調査_50万分の1土地分類基本調査,東北_50万分の１：地形分類図,,JPEG,2014-09-20T22:50:11.139227,geospatial;地理空間,住宅・土地・建設,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0761/resource/3f2567fe-adb9-4e73-927f-35df672764ed,http://nrb-www.mlit.go.jp/kokjo/tochimizu/F1/MAP/102002.jpg,CC-BY,土地分類調査_50万分の1土地分類基本調査,東北_50万分の１：表層地質図,,JPEG,2014-09-20T22:50:11.139233,geospatial;地理空間,住宅・土地・建設,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0761/resource/9aa292ec-0c00-4a7b-807b-95f070a09bb1,http://nrb-www.mlit.go.jp/kokjo/tochimizu/F1/MAP/102003.jpg,CC-BY,土地分類調査_50万分の1土地分類基本調査,東北_50万分の１：土壌図,,JPEG,2014-09-20T22:50:11.139240,geospatial;地理空間,住宅・土地・建設,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0761/resource/ffdf421b-841c-4385-b775-cc1088263c31,http://nrb-www.mlit.go.jp/kokjo/tochimizu/F1/MAP/103001.jpg,CC-BY,土地分類調査_50万分の1土地分類基本調査,関東・中部_50万分の１：地形分類図,,JPEG,2014-09-20T22:50:11.139246,geospatial;地理空間,住宅・土地・建設,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0761/resource/41575f7d-8363-4795-a79e-c1707315298f,http://nrb-www.mlit.go.jp/kokjo/tochimizu/F1/MAP/103002.jpg,CC-BY,土地分類調査_50万分の1土地分類基本調査,関東・中部_50万分の１：表層地質図,,JPEG,2014-09-20T22:50:11.139253,geospatial;地理空間,住宅・土地・建設,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0761/resource/576cbdf0-6a4c-46da-ae53-66f2a76a85dd,http://nrb-www.mlit.go.jp/kokjo/tochimizu/F1/MAP/103003.jpg,CC-BY,土地分類調査_50万分の1土地分類基本調査,関東・中部_50万分の１：土壌図,,JPEG,2014-09-20T22:50:11.139259,geospatial;地理空間,住宅・土地・建設,国土交通省
https://www.data.go.jp/data/dataset/mlit_20140919_0761/resource/ba52e720-7390-496a-b6b3-2915718053aa,http://nrb-www.mlit.go.jp/kokjo/tochimizu/F1/MAP/104001.jpg,CC-BY,土地分類調査_50万分の1土地分類基本調査,中部・近畿_50万分の１：地形分類図,,JPEG,2014-09-20T22:50:11.139266,geospatial;地理空間,住宅・土地・建設,国土交通省
